,SENADOR,UF,PARTIDO,VOTO,file
23,Fabio Garcia                                                  ,MT,UNIÃO,Sim,PEC 32_2021.pdf
24,Fernando Bezerra Coelho                                        ,PE,MDB,Sim,PEC 32_2021.pdf
25,Fernando Collor                                                ,AL,PTB,Sim,PEC 32_2021.pdf
26,Flávio Arns                                                    ,PR,PODEMOS,Sim,PEC 32_2021.pdf
27,Flávio Bolsonaro                                               ,RJ,PL,Sim,PEC 32_2021.pdf
1,Giordano                                                       ,SP,MDB,Sim,PEC 32_2021.pdf
2,Humberto Costa                                                 ,PE,PT,Sim,PEC 32_2021.pdf
3,Irajá                                                          ,TO,PSD,AP,PEC 32_2021.pdf
4,Izalci Lucas                                                   ,DF,PSDB,Sim,PEC 32_2021.pdf
5,Jader Barbalho                                                 ,PA,MDB,Sim,PEC 32_2021.pdf
6,Jaques Wagner                                                  ,BA,PT,Sim,PEC 32_2021.pdf
7,Jarbas Vasconcelos                                             ,PE,MDB,LS,PEC 32_2021.pdf
8,Paul Prates                                               ,RN,PT,Sim,PEC 32_2021.pdf
9,Jorge Kajuru                                                   ,GO,PODEMOS,Sim,PEC 32_2021.pdf
10,Jorginho Mello                                                 ,SC,PL,Sim,PEC 32_2021.pdf
11,José Serra                                                     ,SP,PSDB,Sim,PEC 32_2021.pdf
12,Kátia Abreu                                                    ,TO,PP,P-NRV,PEC 32_2021.pdf
13,Lasier Martins                                                 ,RS,PODEMOS,Sim,PEC 32_2021.pdf
14,Leila Barros                                                   ,DF,PDT,Sim,PEC 32_2021.pdf
15,Lucas Barreto                                                  ,AP,PSD,Sim,PEC 32_2021.pdf
16,Luis Carlos Heinze                                             ,RS,PP,Sim,PEC 32_2021.pdf
17,Luiz Carlos do Carmo                                           ,GO,PSC,P-NRV,PEC 32_2021.pdf
18,Mailza Gomes                                                   ,AC,PP,P-NRV,PEC 32_2021.pdf
19,Mara Gabrilli                                                  ,SP,PSDB,Sim,PEC 32_2021.pdf
20,Marcelo Castro                                                  ,PI,MDB,Sim,PEC 32_2021.pdf
21,Marcio Bittar                                                  ,AC,UNIÃO,Sim,PEC 32_2021.pdf
22,Marcos do Val                                                  ,ES,PODEMOS,Sim,PEC 32_2021.pdf
23,Marcos Rogério                                                 ,RO,PL,Sim,PEC 32_2021.pdf
24,Maria do Carmo Alves                                           ,SE,PP,AP,PEC 32_2021.pdf
25,Mecias de Jesus                                                ,RR,REPUBLICANOS,Sim,PEC 32_2021.pdf
26,Nelsinho Trad                                                  ,MS,PSD,Sim,PEC 32_2021.pdf
27,Nilda Gondim                                                   ,PB,MDB,Sim,PEC 32_2021.pdf
1,Omar Aziz                                                     ,AM,PSD,P-NRV,PEC 32_2021.pdf
2,Oriovisto Guimarães                                           ,PR,PODEMOS,Sim,PEC 32_2021.pdf
3,Otto Alencar                                                  ,BA,PSD,Sim,PEC 32_2021.pdf
4,Paulo Paim                                                    ,RS,PT,Sim,PEC 32_2021.pdf
5,Paulo Rocha                                                   ,PA,PT,Sim,PEC 32_2021.pdf
6,Plínio Valério                                                ,AM,PSDB,P-NRV,PEC 32_2021.pdf
7,Randolfe Rodrigues                                            ,AP,REDE,P-NRV,PEC 32_2021.pdf
8,Reguffe                                                       ,DF,UNIÃO,Sim,PEC 32_2021.pdf
9,Renan Calheiros                                               ,AL,MDB,P-NRV,PEC 32_2021.pdf
10,Roberto Rocha                                                 ,MA,PTB,Sim,PEC 32_2021.pdf
11,Rodrigo Cunha                                                 ,AL,UNIÃO,P-NRV,PEC 32_2021.pdf
12,Rodrigo Pacheco                                               ,MG,PSD,Presidente (art. 51 RISF),PEC 32_2021.pdf
13,Rogério Carvalho                                               ,SE,PT,Sim,PEC 32_2021.pdf
14,Romário                                                        ,RJ,PL,P-NRV,PEC 32_2021.pdf
15,Rose de Freitas                                                ,ES,MDB,Sim,PEC 32_2021.pdf
16,Sérgio Petecão                                                ,AC,PSD,P-NRV,PEC 32_2021.pdf
17,Simone Tebet                                                  ,MS,MDB,P-NRV,PEC 32_2021.pdf
18,Soraya Thronicke                                              ,MS,UNIÃO,MIS,PEC 32_2021.pdf
19,Styvenson Valentim                                            ,RN,PODEMOS,Sim,PEC 32_2021.pdf
20,Tasso Jereissati                                              ,CE,PSDB,Sim,PEC 32_2021.pdf
21,Telmário Mota                                                 ,RR,PROS,Sim,PEC 32_2021.pdf
22,Vanderlan Cardoso                                             ,GO,PSD,Sim,PEC 32_2021.pdf
23,Veneziano Vital do Rêgo                                       ,PB,MDB,Sim,PEC 32_2021.pdf
24,Wellington Fagundes                                           ,MT,PL,Sim,PEC 32_2021.pdf
25,Weverton                                                      ,MA,PDT,Sim,PEC 32_2021.pdf
26,Zenaide Maia                                                  ,RN,PROS,AP,PEC 32_2021.pdf
27,Zequinha Marinho                                              ,PA,PL,Sim,PEC 32_2021.pdf
1,Acir Gurgacz                                                   ,RO,PDT,Sim,PEC 32_2022 (fase 2).pdf
2,Alessandro Vieira                                               ,SE,PSDB,Não,PEC 32_2022 (fase 2).pdf
3,Alexandre Silveira                                             ,MG,PSD,Sim,PEC 32_2022 (fase 2).pdf
4,Alvaro Dias                                                    ,PR,PODEMOS,Não,PEC 32_2022 (fase 2).pdf
5,Angelo Coronel                                                 ,BA,PSD,Sim,PEC 32_2022 (fase 2).pdf
6,Carlos Fávaro                                                  ,MT,PSD,Sim,PEC 32_2022 (fase 2).pdf
7,Carlos Portinho                                                 ,RJ,PL,Abstenção,PEC 32_2022 (fase 2).pdf
8,Carlos Viana                                                   ,MG,PL,Sim,PEC 32_2022 (fase 2).pdf
9,Chico Rodrigues                                                ,RR,UNIÃO,Sim,PEC 32_2022 (fase 2).pdf
10,Confúcio Moura                                                 ,RO,MDB,Sim,PEC 32_2022 (fase 2).pdf
11,Daniella Ribeiro                                               ,PB,PSD,P-NRV,PEC 32_2022 (fase 2).pdf
12,Dário Berger                                                   ,SC,PSB,Sim,PEC 32_2022 (fase 2).pdf
13,Davi Alcolumbre                                                ,AP,UNIÃO,Sim,PEC 32_2022 (fase 2).pdf
14, Samuel Araújo                                              ,RO,PL,P-NRV,PEC 32_2022 (fase 2).pdf
15,Eduardo Braga                                                  ,AM,MDB,Sim,PEC 32_2022 (fase 2).pdf
16,Eduardo Girão                                                  ,CE,PODEMOS,Não,PEC 32_2022 (fase 2).pdf
17,Eduardo Gomes                                                  ,TO,PL,Sim,PEC 32_2022 (fase 2).pdf
18,Eliane Nogueira                                                 ,PI,PP,Sim,PEC 32_2022 (fase 2).pdf
19,Eliziane Gama                                                  ,MA,CIDADANIA,Sim,PEC 32_2022 (fase 2).pdf
20,Elmano Férrer                                                   ,PI,PP,Sim,PEC 32_2022 (fase 2).pdf
21,Esperidião Amin                                                ,SC,PP,Sim,PEC 32_2022 (fase 2).pdf
22,Fabiano Contarato                                               ,ES,PT,Sim,PEC 32_2022 (fase 2).pdf
